Gender,Country,Degree,Job Title
Male,India,Bachelor's degree,
Male,Nigeria,Master's degree,Business Analyst
Male,United States,Bachelor's degree,Data Scientist
Male,Colombia,Bachelor's degree,Data Scientist
Male,United States,Bachelor's degree,
Male,United States,Doctoral degree,Other
Male,United States,,
Male,New Zealand,,Other
Male,United States,Master's degree,
Male,United States,Master's degree,Machine Learning Engineer
Female,France,Doctoral degree,
Male,United States,Bachelor's degree,Other
Male,Italy,Master's degree,Data Analyst
Male,Spain,Master's degree,Data Scientist
Male,United States,Master's degree,Business Analyst
Female,United States,Bachelor's degree,
Male,Taiwan,Master's degree,
Male,Brazil,Master's degree,Data Scientist
Male,United States,Bachelor's degree,Engineer
Male,United States,Doctoral degree,Data Scientist
Male,United Kingdom,Master's degree,Scientist/Researcher
Male,United States,Some college/university study without earning a bachelor's degree,Other
Male,United States,Doctoral degree,Scientist/Researcher
Female,Chile,Master's degree,Computer Scientist
Male,Canada,Master's degree,Data Analyst
Male,India,Bachelor's degree,
Male,United States,Master's degree,Engineer
Male,United States,Doctoral degree,Data Scientist
Male,United States,Some college/university study without earning a bachelor's degree,Data Scientist
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Doctoral degree,Data Scientist
Female,United States,Doctoral degree,Other
Male,United States,,
Male,United States,Bachelor's degree,Programmer
Female,United States,Master's degree,Data Analyst
Male,Japan,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Some college/university study without earning a bachelor's degree,Machine Learning Engineer
Male,India,Bachelor's degree,
Male,India,Master's degree,
Male,United States,,
Male,United States,Master's degree,Other
Male,United States,Doctoral degree,Scientist/Researcher
Male,Mexico,Bachelor's degree,Data Scientist
Male,United Kingdom,Master's degree,
Male,Other,Master's degree,Data Analyst
Male,United States,Master's degree,Data Scientist
Male,United States,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,Sweden,Bachelor's degree,
Male,Spain,Doctoral degree,Data Scientist
Male,Colombia,Master's degree,
Male,Russia,Master's degree,
Female,United States,Master's degree,Data Scientist
Male,Colombia,Master's degree,Other
Male,United States,Doctoral degree,Data Scientist
Male,United States,Doctoral degree,Scientist/Researcher
Male,Italy,Master's degree,
Male,Other,Master's degree,Business Analyst
Male,United Kingdom,Doctoral degree,Researcher
Male,United Kingdom,Bachelor's degree,Software Developer/Software Engineer
Male,Canada,Bachelor's degree,Scientist/Researcher
Male,United States,Master's degree,
Female,Taiwan,,
Male,United States,Bachelor's degree,Machine Learning Engineer
Male,United States,Bachelor's degree,Business Analyst
Female,Other,Bachelor's degree,Other
Female,United States,Bachelor's degree,Other
Female,United States,Some college/university study without earning a bachelor's degree,
Female,Russia,Bachelor's degree,
Male,Colombia,Professional degree,
Female,United States,Bachelor's degree,
Male,Brazil,Bachelor's degree,Programmer
Male,United States,Master's degree,Other
Male,United States,Bachelor's degree,Scientist/Researcher
Male,Germany,Doctoral degree,Researcher
Male,Taiwan,Master's degree,Data Scientist
Male,United States,Bachelor's degree,Data Analyst
Male,United States,Master's degree,Other
Female,United States,Bachelor's degree,Data Scientist
Male,Canada,Bachelor's degree,Software Developer/Software Engineer
Male,Italy,Master's degree,Engineer
Male,Iran,Master's degree,
Male,United States,Master's degree,Other
"Non-binary, genderqueer, or gender non-conforming",United States,Master's degree,Data Scientist
Female,United States,Bachelor's degree,Statistician
Male,Other,Doctoral degree,Scientist/Researcher
Male,United States,Doctoral degree,Business Analyst
Male,United States,Doctoral degree,Scientist/Researcher
Male,United States,Doctoral degree,Researcher
Female,Greece,Bachelor's degree,
Male,Germany,Bachelor's degree,Other
Male,Other,Bachelor's degree,Programmer
Male,United States,Bachelor's degree,Researcher
Female,United States,Doctoral degree,Statistician
Female,United States,Bachelor's degree,Researcher
Male,United States,Bachelor's degree,
Male,United States,Professional degree,Data Scientist
Female,Other,Bachelor's degree,Scientist/Researcher
Female,Brazil,Doctoral degree,Scientist/Researcher
Male,United States,Master's degree,Data Analyst
Male,Canada,Doctoral degree,Scientist/Researcher
Male,United States,Master's degree,Data Scientist
Female,United States,Master's degree,Data Scientist
Female,United States,Master's degree,Scientist/Researcher
Male,Argentina,Master's degree,Data Scientist
Male,Other,Bachelor's degree,Statistician
Male,United States,Doctoral degree,Data Scientist
Male,United States,Master's degree,
Female,United States,Master's degree,
Male,United States,Doctoral degree,Other
Male,India,Bachelor's degree,Business Analyst
Male,United States,Doctoral degree,Data Scientist
Male,Germany,Master's degree,Researcher
Male,South Africa,Bachelor's degree,Data Analyst
Male,Brazil,Master's degree,Software Developer/Software Engineer
Male,Brazil,Master's degree,Software Developer/Software Engineer
Male,United States,Doctoral degree,Scientist/Researcher
Male,Argentina,Master's degree,Software Developer/Software Engineer
Male,Netherlands,Master's degree,
Male,Germany,Some college/university study without earning a bachelor's degree,
Male,India,Some college/university study without earning a bachelor's degree,
Male,United States,Some college/university study without earning a bachelor's degree,
Male,Canada,Bachelor's degree,Scientist/Researcher
Female,India,Master's degree,Data Analyst
Male,United States,Bachelor's degree,Data Analyst
Male,United States,Doctoral degree,Data Scientist
Male,Canada,Doctoral degree,Other
Female,Romania,Master's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,
Female,South Africa,Bachelor's degree,Software Developer/Software Engineer
Male,Argentina,Master's degree,Statistician
Female,United States,Bachelor's degree,Business Analyst
Male,Brazil,Doctoral degree,Scientist/Researcher
Male,Brazil,Master's degree,Data Scientist
Male,United States,,
Male,Colombia,Master's degree,Engineer
Male,Netherlands,Doctoral degree,Scientist/Researcher
Male,United States,Some college/university study without earning a bachelor's degree,Other
Male,Indonesia,Some college/university study without earning a bachelor's degree,
Male,United States,,
Male,United States,Master's degree,Data Miner
Male,United States,Some college/university study without earning a bachelor's degree,Data Analyst
Male,United States,Master's degree,Data Scientist
Female,United States,Bachelor's degree,Other
Male,Other,Professional degree,Business Analyst
Male,United States,Master's degree,Scientist/Researcher
Male,India,Some college/university study without earning a bachelor's degree,
Female,Indonesia,Some college/university study without earning a bachelor's degree,
Male,Brazil,Doctoral degree,Scientist/Researcher
Male,United Kingdom,Master's degree,Data Analyst
Female,Malaysia,Bachelor's degree,Engineer
Male,United States,Bachelor's degree,Scientist/Researcher
Male,Canada,Doctoral degree,Researcher
Female,United States,Master's degree,Other
Male,Mexico,,
Male,Singapore,Bachelor's degree,Data Scientist
Male,United States,Master's degree,Data Scientist
Male,India,Bachelor's degree,
Male,Mexico,Master's degree,Other
Male,United States,Bachelor's degree,Business Analyst
Male,United States,Doctoral degree,Statistician
Female,United States,Master's degree,Data Analyst
Male,Hungary,Master's degree,Engineer
Female,Russia,Some college/university study without earning a bachelor's degree,
Male,Egypt,Master's degree,Data Scientist
Female,United States,Master's degree,Data Scientist
Female,Taiwan,Master's degree,
Male,United States,Master's degree,Software Developer/Software Engineer
Male,United States,Some college/university study without earning a bachelor's degree,
Male,France,Master's degree,
Male,Netherlands,Doctoral degree,Data Scientist
Male,United States,Doctoral degree,Data Scientist
Male,India,Bachelor's degree,Software Developer/Software Engineer
Female,Canada,Doctoral degree,Data Scientist
Male,Italy,Master's degree,Predictive Modeler
Male,United States,Bachelor's degree,Data Scientist
Male,United States,Bachelor's degree,Other
Male,United States,Some college/university study without earning a bachelor's degree,
Male,United States,Master's degree,Other
Male,Portugal,,
Male,United States,Master's degree,Other
Male,Spain,,
Male,Turkey,Bachelor's degree,
Male,United States,Master's degree,Computer Scientist
Male,United States,Bachelor's degree,Data Scientist
Female,United States,Some college/university study without earning a bachelor's degree,Data Analyst
Male,Portugal,Doctoral degree,Scientist/Researcher
Male,Other,Master's degree,Data Scientist
Male,Mexico,Bachelor's degree,Business Analyst
Male,Czech Republic,,
Male,Argentina,Some college/university study without earning a bachelor's degree,Other
Male,United States,Master's degree,Data Scientist
Male,United States,Master's degree,Data Analyst
Male,United States,Master's degree,
Male,United States,Master's degree,Statistician
Female,India,Master's degree,
Male,Spain,Doctoral degree,Data Scientist
Male,Brazil,Bachelor's degree,Engineer
Male,Other,Master's degree,Data Analyst
Male,United States,Master's degree,Data Analyst
Male,Netherlands,,
Male,United States,Bachelor's degree,Engineer
Male,United States,Doctoral degree,Programmer
Male,United States,Master's degree,Data Scientist
Male,United States,Master's degree,Other
Male,Germany,Doctoral degree,Data Scientist
Male,United States,Master's degree,Data Analyst
Male,India,Master's degree,Statistician
Male,United States,Doctoral degree,Other
Male,Other,Master's degree,Business Analyst
"Non-binary, genderqueer, or gender non-conforming",United States,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,United States,I did not complete any formal education past high school,Researcher
Male,Canada,,
Male,Other,Some college/university study without earning a bachelor's degree,
Male,Canada,Master's degree,Scientist/Researcher
Male,United States,Doctoral degree,Data Scientist
Male,United States,Bachelor's degree,Engineer
Male,United States,Master's degree,Data Scientist
Female,United States,Doctoral degree,
Male,Malaysia,Master's degree,Data Scientist
A different identity,United States,Master's degree,Scientist/Researcher
Male,Other,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Female,India,Bachelor's degree,
Male,United States,Doctoral degree,Scientist/Researcher
Male,United States,Some college/university study without earning a bachelor's degree,Researcher
Male,United States,Bachelor's degree,Data Analyst
Male,United States,Doctoral degree,Scientist/Researcher
Female,United States,Master's degree,
Male,Germany,Master's degree,Data Analyst
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,Data Scientist
Male,Nigeria,Master's degree,Data Analyst
Male,Brazil,Master's degree,Software Developer/Software Engineer
Female,United States,Master's degree,Data Analyst
Male,Other,Master's degree,Programmer
Female,United States,Doctoral degree,Engineer
Male,United States,Master's degree,Data Scientist
Male,,Master's degree,Data Scientist
Male,Brazil,Bachelor's degree,Data Scientist
Male,United States,Bachelor's degree,Business Analyst
Male,India,Bachelor's degree,Data Scientist
Male,United States,Bachelor's degree,Machine Learning Engineer
Male,Other,Master's degree,
Male,South Korea,Master's degree,Computer Scientist
Female,Other,Master's degree,Other
Male,Other,Master's degree,Software Developer/Software Engineer
Male,Ukraine,Master's degree,
Female,United States,,
Male,Other,Master's degree,Other
Male,India,Master's degree,Data Scientist
Male,United States,Professional degree,Business Analyst
Male,Brazil,Master's degree,Data Analyst
Male,United States,Master's degree,Statistician
Male,United States,Master's degree,Data Analyst
Male,United States,Bachelor's degree,Data Analyst
Female,United States,Doctoral degree,Data Scientist
Male,United States,Master's degree,Machine Learning Engineer
Male,Germany,Master's degree,Scientist/Researcher
Male,United States,Master's degree,Data Analyst
Male,United States,Bachelor's degree,Other
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,
Male,United States,Bachelor's degree,Data Scientist
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,United Kingdom,,
Male,United States,Doctoral degree,Other
Male,South Korea,Master's degree,Data Scientist
Male,United States,Master's degree,Data Scientist
Male,Germany,Doctoral degree,Data Scientist
Male,United States,,
Male,United States,Master's degree,Other
Male,United States,Doctoral degree,Other
Female,United States,Master's degree,
Male,United States,Bachelor's degree,
Female,Iran,Bachelor's degree,Business Analyst
A different identity,Germany,I did not complete any formal education past high school,
Male,Canada,Doctoral degree,Data Scientist
Male,United States,Master's degree,Data Analyst
Male,United States,,
Male,Brazil,Some college/university study without earning a bachelor's degree,Machine Learning Engineer
Male,United States,Bachelor's degree,Programmer
Female,United States,Professional degree,Other
Female,United States,,
Male,United States,Master's degree,Other
Male,United States,Bachelor's degree,Data Analyst
Male,People 's Republic of China,I did not complete any formal education past high school,
Female,United States,Doctoral degree,Statistician
Female,United States,Bachelor's degree,Other
Male,Canada,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Female,United States,Master's degree,Other
Male,Egypt,Doctoral degree,Software Developer/Software Engineer
Female,United States,Bachelor's degree,Data Scientist
Male,Hungary,Master's degree,Other
Male,Switzerland,Master's degree,Computer Scientist
Male,United States,,
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Colombia,Master's degree,Scientist/Researcher
Male,Italy,,
Male,United States,Doctoral degree,Statistician
Male,Germany,Bachelor's degree,Data Analyst
Male,United States,Doctoral degree,Scientist/Researcher
Male,Germany,,
Male,United States,Doctoral degree,Scientist/Researcher
Male,Colombia,Master's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Computer Scientist
Male,Ukraine,Professional degree,Data Scientist
Male,Other,Master's degree,Other
Male,Brazil,Bachelor's degree,Other
Female,Iran,Master's degree,
Male,Poland,Bachelor's degree,Business Analyst
Female,United States,Bachelor's degree,Data Analyst
Male,United States,Doctoral degree,Scientist/Researcher
Male,United States,Master's degree,Software Developer/Software Engineer
Male,United States,Some college/university study without earning a bachelor's degree,Programmer
Male,Italy,Doctoral degree,Scientist/Researcher
Male,United States,Doctoral degree,Engineer
Female,United States,,
Male,United States,Doctoral degree,Scientist/Researcher
Male,Argentina,Doctoral degree,Scientist/Researcher
Female,United States,Master's degree,Business Analyst
Female,Spain,Doctoral degree,Statistician
Male,People 's Republic of China,Master's degree,
Male,United States,Doctoral degree,Data Scientist
Male,United States,Master's degree,Machine Learning Engineer
Male,United States,Doctoral degree,Data Scientist
Male,United States,Doctoral degree,Scientist/Researcher
Male,Spain,Professional degree,Data Scientist
Male,United States,Master's degree,Data Analyst
Male,United States,Master's degree,
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,Brazil,Bachelor's degree,Other
Male,United States,Doctoral degree,Data Scientist
Male,United States,Master's degree,
Female,United States,Doctoral degree,
Female,United States,Doctoral degree,Data Scientist
Male,United States,Doctoral degree,Data Scientist
Male,Colombia,Bachelor's degree,Other
Male,United States,Doctoral degree,Scientist/Researcher
Male,Other,Bachelor's degree,Software Developer/Software Engineer
Female,United States,Doctoral degree,Software Developer/Software Engineer
Male,United States,Master's degree,Scientist/Researcher
Male,United States,Bachelor's degree,Statistician
Male,United States,Master's degree,Other
Male,United States,Bachelor's degree,Data Scientist
Male,Taiwan,Master's degree,Software Developer/Software Engineer
Male,Ukraine,Doctoral degree,Other
Male,United States,Doctoral degree,Data Scientist
Male,Germany,Doctoral degree,Business Analyst
Male,United States,Professional degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Russia,Master's degree,Software Developer/Software Engineer
Male,United Kingdom,Bachelor's degree,Researcher
Male,Other,Master's degree,Data Scientist
Male,Pakistan,Bachelor's degree,Data Scientist
Male,,Master's degree,Researcher
Male,Japan,Master's degree,Software Developer/Software Engineer
Male,Other,Bachelor's degree,Statistician
Female,United States,Bachelor's degree,Researcher
Male,United States,Master's degree,
Male,India,Master's degree,
Male,Japan,Master's degree,Other
Male,Poland,Master's degree,Software Developer/Software Engineer
Male,United States,Doctoral degree,Data Scientist
Male,India,Master's degree,
Male,India,Bachelor's degree,
Male,India,Bachelor's degree,
Male,United States,Bachelor's degree,
Male,United States,Bachelor's degree,Engineer
Male,United States,,
Male,United States,Master's degree,Data Scientist
Female,United States,Bachelor's degree,
Male,Netherlands,Some college/university study without earning a bachelor's degree,
Male,Canada,Master's degree,Data Scientist
Male,United States,Doctoral degree,Data Scientist
Male,India,Bachelor's degree,
Male,Colombia,Bachelor's degree,
Male,United States,Doctoral degree,Scientist/Researcher
Male,United States,I did not complete any formal education past high school,
Male,Norway,Master's degree,Data Scientist
Male,Netherlands,Master's degree,Business Analyst
Male,Netherlands,Doctoral degree,Data Analyst
Male,United States,Master's degree,
Male,United States,,
Male,Argentina,Professional degree,Data Scientist
Male,Switzerland,Doctoral degree,Data Scientist
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Female,United States,Master's degree,Predictive Modeler
Female,United States,Master's degree,Researcher
Male,United States,Master's degree,Predictive Modeler
Male,Canada,Master's degree,Data Miner
Male,United States,Some college/university study without earning a bachelor's degree,Machine Learning Engineer
Male,Canada,Master's degree,Other
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,Canada,Bachelor's degree,
Male,Germany,Doctoral degree,Engineer
Male,Netherlands,Doctoral degree,
Male,United States,Master's degree,Data Scientist
Male,United States,Master's degree,Data Scientist
Female,Portugal,Doctoral degree,Researcher
Male,United States,Master's degree,Data Scientist
Male,Germany,,
Male,France,Master's degree,Data Scientist
Male,Canada,Doctoral degree,Scientist/Researcher
Male,Czech Republic,Doctoral degree,Scientist/Researcher
Male,United States,Doctoral degree,Software Developer/Software Engineer
Female,Russia,Bachelor's degree,Business Analyst
Female,United States,Bachelor's degree,Programmer
Male,India,Master's degree,Data Analyst
Male,United States,Master's degree,
Male,United States,Bachelor's degree,
Female,Other,Master's degree,Other
Male,United States,Bachelor's degree,Other
Male,Other,Doctoral degree,Statistician
Male,Portugal,Master's degree,Programmer
Female,United States,Master's degree,Researcher
Male,Other,Master's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,Data Analyst
Male,United States,Bachelor's degree,DBA/Database Engineer
Male,United States,Doctoral degree,Data Scientist
Male,Canada,Bachelor's degree,Data Scientist
Male,United Kingdom,Bachelor's degree,Software Developer/Software Engineer
Female,Canada,Bachelor's degree,
Female,Other,Master's degree,Other
Male,Russia,Master's degree,Engineer
Male,United States,Bachelor's degree,Data Scientist
Male,United Kingdom,Master's degree,Data Analyst
Male,Mexico,Master's degree,
Male,United States,Doctoral degree,Business Analyst
Male,United States,,
Male,United States,Master's degree,Data Scientist
Male,United States,Doctoral degree,Data Scientist
Female,Canada,Master's degree,Machine Learning Engineer
Male,United States,Doctoral degree,Scientist/Researcher
Male,Other,Bachelor's degree,Statistician
Male,Brazil,Master's degree,
Male,United States,Bachelor's degree,
Female,India,Professional degree,
Male,Other,Master's degree,Predictive Modeler
Male,United States,Master's degree,Other
Male,United States,Master's degree,Data Analyst
Male,India,Bachelor's degree,Machine Learning Engineer
Male,United States,Master's degree,
Male,United States,Master's degree,Scientist/Researcher
Male,Greece,Doctoral degree,Data Scientist
Male,United States,Master's degree,
Male,United States,Master's degree,Data Analyst
Female,United States,Doctoral degree,Scientist/Researcher
Male,United States,,
Male,India,Bachelor's degree,
Male,United States,Master's degree,
Male,United States,Master's degree,Other
Female,United Kingdom,Master's degree,Data Scientist
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Programmer
Female,United States,Doctoral degree,Scientist/Researcher
Male,India,Some college/university study without earning a bachelor's degree,
Male,Brazil,Doctoral degree,Software Developer/Software Engineer
Female,United States,Master's degree,Data Scientist
Male,Turkey,Doctoral degree,
Female,Ukraine,Some college/university study without earning a bachelor's degree,
Male,Belarus,,
A different identity,France,Professional degree,Other
Male,United States,Master's degree,
Male,Other,Some college/university study without earning a bachelor's degree,Statistician
Female,United States,Master's degree,
Male,Argentina,Master's degree,Data Scientist
Male,United States,Master's degree,Data Scientist
Female,United States,Doctoral degree,
Female,United States,Master's degree,Other
Male,United States,Bachelor's degree,Other
Male,Other,Doctoral degree,Researcher
Male,Belgium,Doctoral degree,Predictive Modeler
Female,United States,Doctoral degree,Data Scientist
Male,Belarus,Professional degree,Data Analyst
Male,France,Master's degree,
Female,United States,Some college/university study without earning a bachelor's degree,
Male,United Kingdom,Master's degree,
Male,United States,Master's degree,Business Analyst
Male,Brazil,Master's degree,Machine Learning Engineer
Male,United States,Master's degree,Data Analyst
Male,United States,Master's degree,Business Analyst
Male,United States,,
Male,Taiwan,Master's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Data Scientist
Male,Russia,I did not complete any formal education past high school,
Male,Netherlands,Doctoral degree,Computer Scientist
Male,Czech Republic,Master's degree,Data Scientist
Male,United States,Master's degree,Data Scientist
Female,United States,Master's degree,Statistician
Male,United States,Doctoral degree,
Male,United States,Master's degree,Data Analyst
Female,United States,Doctoral degree,Scientist/Researcher
Female,United States,Master's degree,Data Scientist
Male,United States,,
Male,Turkey,Bachelor's degree,Data Analyst
Male,Poland,Master's degree,Other
Male,United Kingdom,Doctoral degree,Researcher
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,Philippines,Bachelor's degree,
Female,United States,Master's degree,Engineer
Male,Brazil,Bachelor's degree,
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Business Analyst
Male,Italy,I did not complete any formal education past high school,
Male,United States,Doctoral degree,Data Scientist
Female,United States,Doctoral degree,Scientist/Researcher
Male,Egypt,Bachelor's degree,Other
Male,India,Bachelor's degree,Data Analyst
Male,United States,Bachelor's degree,
Male,United States,Master's degree,Other
Male,Mexico,Master's degree,Scientist/Researcher
Male,United States,Doctoral degree,Scientist/Researcher
Male,United States,Bachelor's degree,Data Scientist
Male,India,Bachelor's degree,
Male,United States,Master's degree,Researcher
Male,United States,Master's degree,Machine Learning Engineer
Male,France,Master's degree,Software Developer/Software Engineer
Female,Republic of China,Bachelor's degree,Business Analyst
Male,Canada,,
Male,Mexico,Master's degree,Data Scientist
Male,Other,Master's degree,Machine Learning Engineer
Male,Canada,,
Male,Other,Master's degree,Other
Female,United States,Doctoral degree,Data Scientist
Male,United States,Master's degree,
Male,United States,Bachelor's degree,Business Analyst
Male,United Kingdom,Bachelor's degree,Data Analyst
Female,United States,Bachelor's degree,Data Analyst
Female,United States,Bachelor's degree,Other
Female,United States,Doctoral degree,Statistician
Male,Canada,Bachelor's degree,
Male,United States,Master's degree,Data Scientist
Male,Argentina,Bachelor's degree,Machine Learning Engineer
Male,Brazil,Master's degree,Software Developer/Software Engineer
Female,India,Bachelor's degree,
Male,Sweden,,
Male,Russia,Master's degree,Engineer
Female,Philippines,Bachelor's degree,Statistician
Male,United States,Bachelor's degree,
Female,Canada,Master's degree,Data Scientist
Female,United States,Doctoral degree,Data Scientist
Male,South Korea,Master's degree,
Male,United States,,
Female,United States,,
Female,United States,Master's degree,Scientist/Researcher
Male,Brazil,Master's degree,
Male,Netherlands,Master's degree,
Male,Canada,Master's degree,Scientist/Researcher
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Doctoral degree,Other
Male,United States,Bachelor's degree,Statistician
Male,Brazil,Master's degree,Data Scientist
Male,United States,Master's degree,Scientist/Researcher
Male,Ireland,Bachelor's degree,Data Analyst
Female,Portugal,Doctoral degree,
Male,Germany,Master's degree,Software Developer/Software Engineer
Male,United States,Master's degree,
,United States,,
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Business Analyst
Male,United States,Master's degree,Data Scientist
Male,Czech Republic,Bachelor's degree,Data Scientist
Male,United States,Bachelor's degree,Data Scientist
Male,United States,Doctoral degree,Data Scientist
Male,United States,Master's degree,Other
Male,India,Some college/university study without earning a bachelor's degree,
Male,Canada,Some college/university study without earning a bachelor's degree,Other
Male,Netherlands,Master's degree,Researcher
Male,Denmark,Doctoral degree,
Female,Other,Bachelor's degree,
Male,Mexico,Professional degree,Software Developer/Software Engineer
Female,Spain,Master's degree,Data Scientist
Male,Netherlands,Doctoral degree,Data Scientist
Male,United States,Bachelor's degree,Computer Scientist
Male,Mexico,Bachelor's degree,Business Analyst
Female,United States,Doctoral degree,Software Developer/Software Engineer
Male,Russia,Doctoral degree,Data Scientist
Male,United States,Bachelor's degree,Data Scientist
Male,United States,Master's degree,Data Scientist
Male,India,Professional degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,Programmer
Male,United States,Master's degree,Data Scientist
Male,India,Bachelor's degree,Programmer
Male,India,Master's degree,
Male,United States,Bachelor's degree,Researcher
Male,United States,Doctoral degree,Software Developer/Software Engineer
Male,Canada,Some college/university study without earning a bachelor's degree,
Male,Other,Master's degree,Data Scientist
Male,United States,Doctoral degree,
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Researcher
Male,Japan,Professional degree,Engineer
Female,Chile,Doctoral degree,Scientist/Researcher
Male,Spain,,
Male,United States,Bachelor's degree,Machine Learning Engineer
Male,United States,Doctoral degree,Data Scientist
Male,United States,,
Male,United States,Doctoral degree,Software Developer/Software Engineer
Male,South Korea,Bachelor's degree,
Male,United States,Professional degree,Data Scientist
Male,Other,Master's degree,Programmer
Male,United States,Doctoral degree,Scientist/Researcher
Male,Other,Master's degree,Business Analyst
Male,Taiwan,,
Male,India,Bachelor's degree,DBA/Database Engineer
Female,United States,Bachelor's degree,Other
Male,Portugal,Doctoral degree,Scientist/Researcher
Male,United States,Master's degree,DBA/Database Engineer
Female,Russia,Master's degree,Programmer
Male,Portugal,Doctoral degree,Data Scientist
Male,United States,Bachelor's degree,
Female,United States,Master's degree,Data Scientist
Male,South Korea,Master's degree,
Male,India,Bachelor's degree,Predictive Modeler
Female,United States,Bachelor's degree,Data Analyst
Male,United Kingdom,Doctoral degree,Data Scientist
Male,Spain,I did not complete any formal education past high school,Data Analyst
Male,India,Bachelor's degree,DBA/Database Engineer
Male,United States,Bachelor's degree,Data Scientist
Male,Brazil,Bachelor's degree,
Male,India,Master's degree,Business Analyst
Male,Brazil,Bachelor's degree,
Male,India,Professional degree,Software Developer/Software Engineer
Male,Kenya,Bachelor's degree,
Male,Russia,Bachelor's degree,
Male,United States,Master's degree,Data Analyst
Male,Germany,Master's degree,Data Scientist
Female,United States,Master's degree,Data Scientist
Male,India,Some college/university study without earning a bachelor's degree,
Male,Germany,Doctoral degree,Data Analyst
Female,United States,Doctoral degree,
Male,Brazil,Master's degree,Computer Scientist
Male,United States,,
Male,India,Master's degree,
Female,United States,Bachelor's degree,Data Analyst
Male,United States,,
Female,United States,Master's degree,Researcher
Male,United States,Professional degree,Statistician
Male,United States,Bachelor's degree,Scientist/Researcher
Male,United Kingdom,Bachelor's degree,
Male,United States,Doctoral degree,Data Scientist
Male,Belgium,Master's degree,Software Developer/Software Engineer
Female,France,Master's degree,
Male,Mexico,Master's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Engineer
Male,United States,Master's degree,Business Analyst
Male,United States,Master's degree,
Female,France,Doctoral degree,Data Scientist
Male,Israel,Master's degree,Machine Learning Engineer
Male,United States,Master's degree,Data Scientist
Male,United States,Master's degree,Data Scientist
Male,Denmark,,
Male,United States,Bachelor's degree,Programmer
Male,Canada,Bachelor's degree,Software Developer/Software Engineer
Male,Poland,Master's degree,Machine Learning Engineer
Male,United States,,
Female,United States,Master's degree,Researcher
Female,Other,Master's degree,
Male,United States,Doctoral degree,Data Scientist
Female,United States,Bachelor's degree,
Male,Other,Some college/university study without earning a bachelor's degree,Data Scientist
Female,Other,Bachelor's degree,Business Analyst
Male,People 's Republic of China,Master's degree,Data Scientist
Female,India,Master's degree,Engineer
Male,United States,Doctoral degree,Scientist/Researcher
Male,United States,Doctoral degree,
Male,Spain,,
Male,United States,Bachelor's degree,Engineer
Male,Brazil,Doctoral degree,
Male,Other,Bachelor's degree,Programmer
Male,Russia,Master's degree,Software Developer/Software Engineer
Male,India,Doctoral degree,
Female,United States,Master's degree,Predictive Modeler
Male,United States,Professional degree,Data Scientist
Male,United States,Doctoral degree,
Male,Russia,Master's degree,
Female,United Kingdom,Master's degree,
Male,India,Doctoral degree,Computer Scientist
Male,Other,Bachelor's degree,Machine Learning Engineer
Male,United States,Master's degree,Researcher
Male,France,Doctoral degree,Data Scientist
Male,United States,Bachelor's degree,
Male,United States,,
Male,United States,Doctoral degree,Data Scientist
Male,United States,,
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,
Male,New Zealand,Bachelor's degree,Computer Scientist
Female,Mexico,Doctoral degree,Data Scientist
Male,Russia,Bachelor's degree,DBA/Database Engineer
Male,Germany,Master's degree,Data Scientist
Male,United States,Bachelor's degree,Other
Male,India,Master's degree,
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Data Scientist
Male,United States,Master's degree,Business Analyst
Male,Colombia,Bachelor's degree,Scientist/Researcher
Male,Hungary,Master's degree,Data Scientist
Male,United States,Master's degree,Engineer
