Gender,Country ,Degree ,Job Title
Male,Canada,Bachelor’s degree,Engineering (non-computer focused)
Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Physics or astronomy
Male,Japan,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,France,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Physics or astronomy
Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Mathematics or statistics
Male,Switzerland,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Brazil,Professional degree,"Computer science (software engineering, etc.)"
Male,Brazil,Master’s degree,Engineering (non-computer focused)
Female,Portugal,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Turkey,Master’s degree,"Information technology, networking, or system administration"
Male,Belarus,Bachelor’s degree,Mathematics or statistics
Male,China,Master’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Other,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Doctoral degree,Other
Male,France,Professional degree,"Computer science (software engineering, etc.)"
Female,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,"Information technology, networking, or system administration"
Male,Other,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Germany,Doctoral degree,Physics or astronomy
Male,Poland,Master’s degree,Mathematics or statistics
Male,Belgium,Some college/university study without earning a bachelor’s degree,Other
Male,Turkey,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Information technology, networking, or system administration"
Male,India,Bachelor’s degree,Other
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,France,Doctoral degree,Physics or astronomy
Male,Russia,Master’s degree,Engineering (non-computer focused)
Male,France,Doctoral degree,Physics or astronomy
Male,Germany,Master’s degree,"Computer science (software engineering, etc.)"
Male,Viet Nam,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,Brazil,Master’s degree,Engineering (non-computer focused)
Female,Russia,Bachelor’s degree,"Information technology, networking, or system administration"
Female,Brazil,Bachelor’s degree,"Information technology, networking, or system administration"
Male,Argentina,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,France,Master’s degree,"Computer science (software engineering, etc.)"
Male,Canada,Bachelor’s degree,"Information technology, networking, or system administration"
Male,Portugal,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Master’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Viet Nam,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Other,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Mathematics or statistics
Male,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Professional degree,"Computer science (software engineering, etc.)"
Male,Brazil,Master’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Master’s degree,"Computer science (software engineering, etc.)"
Female,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,United States of America,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Female,India,Doctoral degree,"Computer science (software engineering, etc.)"
Female,Romania,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,"Information technology, networking, or system administration"
Male,Austria,Master’s degree,Other
Male,Other,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Female,Brazil,Bachelor’s degree,"Information technology, networking, or system administration"
Male,Switzerland,Master’s degree,Engineering (non-computer focused)
Male,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Master’s degree,Mathematics or statistics
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Turkey,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Spain,Master’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,India,Master’s degree,Mathematics or statistics
Male,Germany,Master’s degree,"Computer science (software engineering, etc.)"
Male,Ireland,Master’s degree,"Computer science (software engineering, etc.)"
Male,Philippines,Doctoral degree,"Information technology, networking, or system administration"
Male,Ukraine,Master’s degree,Engineering (non-computer focused)
Female,Other,Doctoral degree,Physics or astronomy
Female,Russia,Doctoral degree,Mathematics or statistics
Male,Germany,Master’s degree,"Computer science (software engineering, etc.)"
Male,Russia,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Norway,Master’s degree,Mathematics or statistics
Male,France,Master’s degree,"Computer science (software engineering, etc.)"
Male,Spain,Master’s degree,Mathematics or statistics
Male,Belgium,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Switzerland,Doctoral degree,Engineering (non-computer focused)
Male,France,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Other,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Doctoral degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Bachelor’s degree,Engineering (non-computer focused)
Male,Germany,Doctoral degree,Physics or astronomy
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Italy,Master’s degree,Mathematics or statistics
Male,Brazil,Master’s degree,I never declared a major
Male,China,Bachelor’s degree,Mathematics or statistics
Male,Brazil,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Ukraine,Master’s degree,Physics or astronomy
Female,Brazil,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Mathematics or statistics
Male,Greece,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Singapore,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Other,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Japan,No formal education past high school,
Male,Germany,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Israel,Master’s degree,Engineering (non-computer focused)
Male,Belarus,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Pakistan,I prefer not to answer,Other
Male,Sweden,Doctoral degree,Physics or astronomy
Female,Belarus,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Japan,Bachelor’s degree,Engineering (non-computer focused)
Male,Italy,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Female,France,Master’s degree,"Computer science (software engineering, etc.)"
Male,Russia,I prefer not to answer,Mathematics or statistics
Male,Viet Nam,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Australia,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Male,Spain,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Germany,Master’s degree,"Computer science (software engineering, etc.)"
Prefer not to say,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,South Africa,Master’s degree,Mathematics or statistics
Male,Romania,Master’s degree,"Computer science (software engineering, etc.)"
Male,Russia,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Doctoral degree,Physics or astronomy
Female,China,Master’s degree,"Computer science (software engineering, etc.)"
Male,Chile,Master’s degree,Engineering (non-computer focused)
Female,Russia,Doctoral degree,Mathematics or statistics
Female,Russia,Master’s degree,"Computer science (software engineering, etc.)"
Prefer to self-describe,Germany,Doctoral degree,"Humanities (history, literature, philosophy, etc.)"
Male,Sweden,Master’s degree,Mathematics or statistics
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Environmental science or geology
Male,France,I prefer not to answer,Physics or astronomy
Male,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,China,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Bachelor’s degree,Engineering (non-computer focused)
Male,Singapore,Master’s degree,Mathematics or statistics
Female,Russia,Master’s degree,Mathematics or statistics
Male,Australia,Master’s degree,Mathematics or statistics
Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Engineering (non-computer focused)
Male,Indonesia,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,United States of America,Doctoral degree,Mathematics or statistics
Male,India,Bachelor’s degree,Mathematics or statistics
Male,Canada,Master’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Doctoral degree,"Computer science (software engineering, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Physics or astronomy
Male,China,Master’s degree,Engineering (non-computer focused)
Female,France,Master’s degree,Mathematics or statistics
Male,Israel,Doctoral degree,Physics or astronomy
Male,Russia,Master’s degree,"Computer science (software engineering, etc.)"
Male,Finland,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Switzerland,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Other
Male,China,Master’s degree,Engineering (non-computer focused)
Male,Other,Master’s degree,"Computer science (software engineering, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,I do not wish to disclose my location,Master’s degree,Engineering (non-computer focused)
Male,France,Master’s degree,"Computer science (software engineering, etc.)"
Male,Spain,Master’s degree,"Computer science (software engineering, etc.)"
Male,China,Master’s degree,Engineering (non-computer focused)
Male,Germany,Doctoral degree,Mathematics or statistics
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Computer science (software engineering, etc.)"
Male,India,Professional degree,"Computer science (software engineering, etc.)"
Female,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Hungary,Master’s degree,"Computer science (software engineering, etc.)"
Male,Other,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Colombia,Master’s degree,Mathematics or statistics
Male,South Africa,Bachelor’s degree,Environmental science or geology
Male,Colombia,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Female,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Turkey,Master’s degree,"Computer science (software engineering, etc.)"
Female,Ukraine,Doctoral degree,Mathematics or statistics
Female,Mexico,Master’s degree,Mathematics or statistics
Male,Other,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Australia,Master’s degree,Engineering (non-computer focused)
Female,"Iran, Islamic Republic of...",Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,I never declared a major
Male,Brazil,Bachelor’s degree,Engineering (non-computer focused)
Male,South Africa,Master’s degree,"Computer science (software engineering, etc.)"
Male,Czech Republic,Master’s degree,"Computer science (software engineering, etc.)"
Male,Italy,Bachelor’s degree,Mathematics or statistics
Male,Romania,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Russia,Master’s degree,"Humanities (history, literature, philosophy, etc.)"
Male,United States of America,Master’s degree,"Humanities (history, literature, philosophy, etc.)"
Male,Other,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,Netherlands,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)"
Male,France,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Spain,Doctoral degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,Physics or astronomy
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Mathematics or statistics
Female,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,France,Doctoral degree,"Computer science (software engineering, etc.)"
Male,China,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Ukraine,Bachelor’s degree,"Computer science (software engineering, etc.)"
Prefer not to say,Israel,I prefer not to answer,"Computer science (software engineering, etc.)"
Male,Brazil,Doctoral degree,Engineering (non-computer focused)
Male,Russia,Master’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Ukraine,Master’s degree,Mathematics or statistics
Male,Other,Bachelor’s degree,Engineering (non-computer focused)
Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,"Computer science (software engineering, etc.)"
Female,Russia,Bachelor’s degree,Mathematics or statistics
Female,Canada,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,I do not wish to disclose my location,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Italy,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Doctoral degree,"Information technology, networking, or system administration"
Female,India,Master’s degree,Other
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,South Africa,Doctoral degree,Engineering (non-computer focused)
Male,Brazil,Master’s degree,"Computer science (software engineering, etc.)"
Male,Japan,Master’s degree,Mathematics or statistics
Male,India,I prefer not to answer,Mathematics or statistics
Male,India,Professional degree,Engineering (non-computer focused)
Male,Brazil,Doctoral degree,"Computer science (software engineering, etc.)"
Female,"Iran, Islamic Republic of...",Master’s degree,"Information technology, networking, or system administration"
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Nigeria,Master’s degree,"Computer science (software engineering, etc.)"
Female,Viet Nam,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Poland,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Netherlands,Doctoral degree,Engineering (non-computer focused)
Male,Spain,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Master’s degree,Mathematics or statistics
Male,United States of America,Doctoral degree,Mathematics or statistics
Male,Spain,Bachelor’s degree,Engineering (non-computer focused)
Male,Other,Bachelor’s degree,Mathematics or statistics
Male,Netherlands,Master’s degree,"Computer science (software engineering, etc.)"
Female,Poland,Master’s degree,"Information technology, networking, or system administration"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,United States of America,Master’s degree,Engineering (non-computer focused)
Male,Turkey,Master’s degree,"Computer science (software engineering, etc.)"
Female,Romania,Master’s degree,"Computer science (software engineering, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Female,France,Master’s degree,Mathematics or statistics
Male,Germany,Doctoral degree,Physics or astronomy
Male,Other,Master’s degree,"Computer science (software engineering, etc.)"
Female,Kenya,Bachelor’s degree,Environmental science or geology
Male,Argentina,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,France,Master’s degree,Mathematics or statistics
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Female,Israel,Master’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Master’s degree,Engineering (non-computer focused)
Male,Singapore,Doctoral degree,Engineering (non-computer focused)
Male,Brazil,Bachelor’s degree,Mathematics or statistics
Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Female,Netherlands,Doctoral degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Pakistan,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Turkey,Master’s degree,Engineering (non-computer focused)
Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,Other
Male,Nigeria,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,Ukraine,Bachelor’s degree,Mathematics or statistics
Male,France,Master’s degree,"Computer science (software engineering, etc.)"
Male,Israel,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Turkey,Doctoral degree,Mathematics or statistics
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Italy,Bachelor’s degree,"Information technology, networking, or system administration"
Male,Brazil,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Other
Male,Israel,Master’s degree,Engineering (non-computer focused)
Male,Mexico,Professional degree,Mathematics or statistics
Male,Japan,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Professional degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Information technology, networking, or system administration"
Female,Other,Master’s degree,Engineering (non-computer focused)
Male,Denmark,Doctoral degree,Physics or astronomy
Male,Germany,Doctoral degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Engineering (non-computer focused)
Male,Indonesia,Master’s degree,"Humanities (history, literature, philosophy, etc.)"
Prefer not to say,I do not wish to disclose my location,Bachelor’s degree,Engineering (non-computer focused)
Male,Colombia,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Pakistan,Master’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Master’s degree,Engineering (non-computer focused)
Male,Other,Master’s degree,"Computer science (software engineering, etc.)"
Prefer to self-describe,Italy,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,China,Master’s degree,Engineering (non-computer focused)
Male,Canada,Master’s degree,Mathematics or statistics
Male,Brazil,Master’s degree,"Computer science (software engineering, etc.)"
Female,Canada,Professional degree,I never declared a major
Male,Brazil,Bachelor’s degree,Mathematics or statistics
Male,Germany,Master’s degree,Mathematics or statistics
Male,Other,Doctoral degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,United States of America,Master’s degree,Mathematics or statistics
Male,Australia,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Italy,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Italy,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,"Computer science (software engineering, etc.)"
Male,Japan,Master’s degree,"Computer science (software engineering, etc.)"
Male,Ukraine,Master’s degree,"Computer science (software engineering, etc.)"
Male,Japan,Master’s degree,"Computer science (software engineering, etc.)"
Male,Spain,Master’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Doctoral degree,Physics or astronomy
Male,Italy,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Portugal,Master’s degree,Engineering (non-computer focused)
Male,Brazil,Master’s degree,Engineering (non-computer focused)
Female,Egypt,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Canada,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Ireland,Master’s degree,"Computer science (software engineering, etc.)"
Male,Spain,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Czech Republic,Master’s degree,Mathematics or statistics
Male,Spain,Master’s degree,"Computer science (software engineering, etc.)"
Male,Spain,Master’s degree,"Computer science (software engineering, etc.)"
Male,Singapore,Master’s degree,Engineering (non-computer focused)
Male,Pakistan,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,Israel,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)"
Male,India,Bachelor’s degree,"Information technology, networking, or system administration"
Male,Japan,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Prefer not to say,Russia,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Poland,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Argentina,Professional degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Female,Other,Master’s degree,Mathematics or statistics
Male,Tunisia,Master’s degree,Mathematics or statistics
Male,Indonesia,Master’s degree,Engineering (non-computer focused)
Male,Chile,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,China,Doctoral degree,Engineering (non-computer focused)
Male,Austria,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,France,Doctoral degree,"Computer science (software engineering, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Other,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Bachelor’s degree,"Humanities (history, literature, philosophy, etc.)"
Female,India,Master’s degree,Mathematics or statistics
Male,Portugal,Doctoral degree,Physics or astronomy
Male,Colombia,Master’s degree,"Computer science (software engineering, etc.)"
Male,South Africa,Bachelor’s degree,Mathematics or statistics
Male,Spain,Some college/university study without earning a bachelor’s degree,I never declared a major
Male,Netherlands,Master’s degree,Mathematics or statistics
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,I prefer not to answer,"Computer science (software engineering, etc.)"
Male,Other,Master’s degree,Mathematics or statistics
Male,Indonesia,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Argentina,Master’s degree,Engineering (non-computer focused)
Male,Switzerland,Master’s degree,"Computer science (software engineering, etc.)"
Prefer not to say,India,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,France,Master’s degree,Mathematics or statistics
Female,Turkey,Master’s degree,"Computer science (software engineering, etc.)"
Female,India,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Other,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Kenya,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,South Korea,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Argentina,Master’s degree,Other
Female,Pakistan,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Turkey,I prefer not to answer,"Computer science (software engineering, etc.)"
Female,Canada,Master’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Master’s degree,"Computer science (software engineering, etc.)"
Female,Canada,Master’s degree,"Humanities (history, literature, philosophy, etc.)"
Male,Indonesia,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)"
Male,Brazil,Bachelor’s degree,Engineering (non-computer focused)
Male,Sweden,Some college/university study without earning a bachelor’s degree,Physics or astronomy
Male,Russia,Bachelor’s degree,Engineering (non-computer focused)
Male,Netherlands,Master’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Doctoral degree,Mathematics or statistics
Male,Norway,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Netherlands,Master’s degree,Mathematics or statistics
Male,Denmark,Master’s degree,Engineering (non-computer focused)
Male,Netherlands,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Brazil,Master’s degree,Engineering (non-computer focused)
Male,Mexico,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,Portugal,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,Portugal,Master’s degree,Engineering (non-computer focused)
Male,Hong Kong (S.A.R.),Master’s degree,Mathematics or statistics
Male,Denmark,Master’s degree,Mathematics or statistics
Male,Turkey,Master’s degree,"Computer science (software engineering, etc.)"
Male,South Africa,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)"
Male,Peru,Master’s degree,"Computer science (software engineering, etc.)"
Female,Portugal,Master’s degree,Mathematics or statistics
Male,Kenya,Bachelor’s degree,Mathematics or statistics
Male,Poland,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)"
Male,Other,Master’s degree,"Computer science (software engineering, etc.)"
Male,Portugal,Master’s degree,Engineering (non-computer focused)
Male,Spain,Master’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Viet Nam,Bachelor’s degree,"Information technology, networking, or system administration"
Male,Netherlands,Master’s degree,Mathematics or statistics
Male,Malaysia,Master’s degree,"Computer science (software engineering, etc.)"
Male,Morocco,Doctoral degree,"Computer science (software engineering, etc.)"
Female,Romania,Master’s degree,Mathematics or statistics
Male,Czech Republic,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Brazil,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Switzerland,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Portugal,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Other,Master’s degree,"Computer science (software engineering, etc.)"
Male,Switzerland,Master’s degree,Engineering (non-computer focused)
Male,Mexico,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,Poland,Master’s degree,Mathematics or statistics
Female,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Mathematics or statistics
Male,France,Master’s degree,"Computer science (software engineering, etc.)"
Male,Italy,Master’s degree,Engineering (non-computer focused)
Female,Other,Doctoral degree,"Computer science (software engineering, etc.)"
Male,China,Master’s degree,"Information technology, networking, or system administration"
Male,Morocco,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Greece,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,China,Master’s degree,"Computer science (software engineering, etc.)"
Female,Norway,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Belarus,Master’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Other,Master’s degree,Mathematics or statistics
Male,Canada,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Other,Master’s degree,Physics or astronomy
Male,Mexico,Bachelor’s degree,Mathematics or statistics
Male,Italy,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Other,Master’s degree,Engineering (non-computer focused)
Male,Finland,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Italy,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Other,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Canada,Bachelor’s degree,Mathematics or statistics
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,Italy,Master’s degree,"Computer science (software engineering, etc.)"
Male,Other,Professional degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Female,Poland,Master’s degree,Mathematics or statistics
Male,France,Doctoral degree,Mathematics or statistics
