Gender,Country ,Job Title,Degree
Male,Australia,Software Engineer,Master’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,India,Data Scientist,Bachelor’s degree
Male,United States of America,Data Analyst,Bachelor’s degree
Male,United States of America,Student,Doctoral degree
Male,India,Student,Bachelor’s degree
Male,Canada,Student,Master’s degree
Male,Netherlands,Other,Bachelor’s degree
Male,Spain,Product/Project Manager,Doctoral degree
Male,Other,Data Scientist,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Student,Doctoral degree
Male,Other,Other,Master’s degree
Male,United States of America,Data Scientist,Professional degree
Male,"Iran, Islamic Republic of...",Not employed,Master’s degree
Female,United States of America,Data Scientist,Doctoral degree
Male,India,Student,Some college/university study without earning a bachelor’s degree
Male,United States of America,Data Scientist,Some college/university study without earning a bachelor’s degree
Male,Spain,Data Scientist,Master’s degree
Male,United States of America,Student,Doctoral degree
Male,Taiwan,Data Engineer,Doctoral degree
Male,Nigeria,Data Analyst,Bachelor’s degree
Male,Russia,Data Analyst,I prefer not to answer
Female,United States of America,Data Scientist,Bachelor’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,United States of America,Data Scientist,Master’s degree
Male,Malaysia,Other,Professional degree
Male,United States of America,Other,Bachelor’s degree
Male,United States of America,Statistician,Doctoral degree
Female,Spain,Data Scientist,Master’s degree
Male,Japan,Data Scientist,Bachelor’s degree
Male,Switzerland,Data Scientist,Doctoral degree
Male,Argentina,Student,Bachelor’s degree
Male,India,Student,Bachelor’s degree
Female,Algeria,Data Engineer,Professional degree
Male,United States of America,Data Scientist,Bachelor’s degree
Male,Canada,Data Scientist,Master’s degree
Female,Turkey,Research Scientist,Doctoral degree
Male,United States of America,Data Engineer,Master’s degree
Male,Brazil,Data Scientist,Bachelor’s degree
Male,Taiwan,Data Scientist,Master’s degree
Male,Australia,Data Analyst,Bachelor’s degree
Male,Other,Not employed,Master’s degree
Male,Greece,Student,Bachelor’s degree
Male,United States of America,Student,Bachelor’s degree
Male,United States of America,Data Analyst,Doctoral degree
Male,United States of America,Statistician,Doctoral degree
Male,Other,Software Engineer,No formal education past high school
Male,Germany,Other,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Data Scientist,Professional degree
Male,Philippines,Data Analyst,I prefer not to answer
Male,Nigeria,Software Engineer,Bachelor’s degree
Male,Australia,Data Scientist,Master’s degree
Male,Other,Other,Master’s degree
Male,India,Student,Master’s degree
Female,United States of America,Data Scientist,Bachelor’s degree
Male,New Zealand,Data Scientist,Master’s degree
Male,Brazil,Data Analyst,Bachelor’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Data Scientist,Bachelor’s degree
Male,Turkey,Student,Master’s degree
Male,Brazil,Student,Some college/university study without earning a bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,France,Data Analyst,Master’s degree
Male,Mexico,Data Scientist,Master’s degree
Male,Japan,Student,Master’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,Canada,Student,Bachelor’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,Germany,Research Scientist,Doctoral degree
Male,Tunisia,Student,Bachelor’s degree
Male,Australia,Research Scientist,Master’s degree
Male,Morocco,Other,Master’s degree
Male,Australia,Data Scientist,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,Colombia,Software Engineer,Bachelor’s degree
Male,Brazil,Business Analyst,Master’s degree
Male,United States of America,Software Engineer,Master’s degree
Female,United States of America,Data Analyst,Master’s degree
Male,Russia,Data Scientist,Bachelor’s degree
Male,Netherlands,Data Scientist,Master’s degree
Male,United States of America,Student,Bachelor’s degree
Female,Brazil,Software Engineer,Some college/university study without earning a bachelor’s degree
Male,Portugal,Data Scientist,Master’s degree
Male,United States of America,Other,Master’s degree
Male,Peru,Other,Master’s degree
Male,Singapore,Data Scientist,Bachelor’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,Japan,Software Engineer,Master’s degree
Male,India,Student,Bachelor’s degree
Male,United States of America,Software Engineer,Master’s degree
Female,Tunisia,Research Scientist,Doctoral degree
Male,Nigeria,Software Engineer,Bachelor’s degree
Male,United States of America,Other,Bachelor’s degree
Male,South Korea,Data Analyst,Professional degree
Male,Argentina,Research Scientist,Doctoral degree
Male,India,Student,Bachelor’s degree
Male,United States of America,Research Scientist,Master’s degree
Male,Morocco,Not employed,Master’s degree
Male,Japan,Data Scientist,Bachelor’s degree
Male,United States of America,Student,Bachelor’s degree
Male,Colombia,Software Engineer,Professional degree
Male,Nigeria,Student,Some college/university study without earning a bachelor’s degree
Male,Australia,Data Scientist,Master’s degree
Male,Brazil,Data Scientist,Bachelor’s degree
Male,Argentina,Data Scientist,Doctoral degree
Male,United Kingdom of Great Britain and Northern Ireland,Other,Master’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,Australia,Software Engineer,Bachelor’s degree
Female,Malaysia,Data Analyst,Master’s degree
Male,Japan,Research Scientist,Master’s degree
Male,Brazil,Product/Project Manager,Bachelor’s degree
Male,Japan,Data Scientist,Master’s degree
Male,South Africa,Student,Professional degree
Female,Taiwan,Other,Master’s degree
Male,United States of America,Student,Master’s degree
Male,Japan,Research Scientist,Doctoral degree
Male,United States of America,Data Engineer,Master’s degree
Male,Russia,Software Engineer,Master’s degree
Male,Taiwan,Software Engineer,Master’s degree
Male,Morocco,Software Engineer,Bachelor’s degree
Male,Brazil,Data Scientist,Master’s degree
Male,United States of America,Data Analyst,Master’s degree
Male,"Iran, Islamic Republic of...",Data Scientist,Doctoral degree
Male,Italy,Software Engineer,Bachelor’s degree
Female,United States of America,Data Scientist,Doctoral degree
Male,Australia,Data Engineer,Bachelor’s degree
Male,Taiwan,Business Analyst,Bachelor’s degree
Male,Turkey,Research Scientist,Doctoral degree
Male,Mexico,Research Scientist,Doctoral degree
Female,United States of America,Student,Doctoral degree
Male,Malaysia,Product/Project Manager,Bachelor’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,United States of America,Other,Master’s degree
Male,Brazil,Data Scientist,Master’s degree
Male,Taiwan,Product/Project Manager,Bachelor’s degree
Male,Japan,Software Engineer,Doctoral degree
Male,United States of America,Student,Doctoral degree
Male,United States of America,Other,Master’s degree
Female,United Kingdom of Great Britain and Northern Ireland,Not employed,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Belarus,Software Engineer,Bachelor’s degree
Male,Colombia,Data Engineer,Bachelor’s degree
Male,United States of America,Not employed,Master’s degree
Prefer to self-describe,Canada,Other,Bachelor’s degree
Male,India,Software Engineer,Professional degree
Male,Germany,Other,Master’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,Argentina,Not employed,Master’s degree
Male,Tunisia,Student,Master’s degree
Male,Canada,Student,Doctoral degree
Male,Indonesia,Research Scientist,Bachelor’s degree
Male,Brazil,Student,Master’s degree
Male,Other,Not employed,Doctoral degree
Male,Japan,Data Engineer,Some college/university study without earning a bachelor’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,China,Software Engineer,Master’s degree
Male,Australia,Business Analyst,Master’s degree
Male,United States of America,Business Analyst,Bachelor’s degree
Female,United Kingdom of Great Britain and Northern Ireland,Data Scientist,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,United Kingdom of Great Britain and Northern Ireland,Not employed,Bachelor’s degree
Male,Brazil,DBA/Database Engineer,Master’s degree
Male,United States of America,Software Engineer,Master’s degree
Male,Nigeria,Other,Master’s degree
Male,Brazil,Software Engineer,Bachelor’s degree
Female,United States of America,Not employed,Master’s degree
Female,Poland,Other,Bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Colombia,Other,Bachelor’s degree
Male,Brazil,Data Scientist,Master’s degree
Female,Brazil,Data Scientist,Master’s degree
Male,United States of America,Data Analyst,Some college/university study without earning a bachelor’s degree
Male,United States of America,Data Scientist,Doctoral degree
Female,Canada,Data Scientist,Doctoral degree
Male,United States of America,Data Engineer,Master’s degree
Male,Algeria,Product/Project Manager,Bachelor’s degree
Male,Australia,Other,Some college/university study without earning a bachelor’s degree
Male,Argentina,Software Engineer,Bachelor’s degree
Male,Brazil,Student,Bachelor’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Software Engineer,Some college/university study without earning a bachelor’s degree
Male,United States of America,Student,Some college/university study without earning a bachelor’s degree
Male,Spain,Student,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,Malaysia,Not employed,Master’s degree
Male,Mexico,Data Scientist,Professional degree
Male,Japan,Research Scientist,Master’s degree
Female,Other,Research Scientist,Doctoral degree
Male,United States of America,Other,Master’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,Mexico,Research Scientist,Doctoral degree
Male,Peru,Software Engineer,Master’s degree
Male,United States of America,Software Engineer,Master’s degree
Female,United States of America,Student,Master’s degree
Male,Philippines,Software Engineer,Master’s degree
Male,Japan,Research Scientist,Master’s degree
Male,United States of America,Data Analyst,Bachelor’s degree
Male,"Iran, Islamic Republic of...",Data Scientist,Some college/university study without earning a bachelor’s degree
Male,Argentina,Business Analyst,Master’s degree
Male,France,Student,Doctoral degree
Male,Switzerland,Research Scientist,Doctoral degree
Male,United States of America,Product/Project Manager,Bachelor’s degree
Male,India,Student,Bachelor’s degree
Male,Singapore,Data Scientist,Bachelor’s degree
Female,United States of America,Student,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Indonesia,Data Scientist,Master’s degree
Male,Australia,Student,Master’s degree
Male,Australia,Product/Project Manager,No formal education past high school
Male,United States of America,Business Analyst,Master’s degree
Male,Other,Data Engineer,Master’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Prefer not to say,United States of America,Student,Some college/university study without earning a bachelor’s degree
Male,Brazil,Software Engineer,Professional degree
Male,Germany,Data Scientist,Master’s degree
Male,India,Software Engineer,Bachelor’s degree
Female,United States of America,Product/Project Manager,Bachelor’s degree
Male,Germany,Other,Master’s degree
Male,Japan,Data Scientist,Some college/university study without earning a bachelor’s degree
Male,Nigeria,Student,Bachelor’s degree
Male,United States of America,Student,Bachelor’s degree
Male,Germany,Data Scientist,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Student,Master’s degree
Male,Japan,Software Engineer,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Japan,Research Scientist,Master’s degree
Male,Brazil,Data Analyst,Doctoral degree
Male,United States of America,Research Scientist,Doctoral degree
Male,Brazil,Data Analyst,Professional degree
Male,Mexico,Software Engineer,Bachelor’s degree
Female,Turkey,Student,Doctoral degree
Prefer not to say,Colombia,Not employed,Master’s degree
Male,Argentina,Other,Professional degree
Female,Canada,Data Scientist,Doctoral degree
Female,United States of America,Not employed,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Other,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Australia,Software Engineer,Master’s degree
Male,United States of America,Data Analyst,Master’s degree
Male,United States of America,Not employed,Master’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,United States of America,Product/Project Manager,Master’s degree
Male,Mexico,Data Scientist,Doctoral degree
Male,United Kingdom of Great Britain and Northern Ireland,Research Scientist,Doctoral degree
Male,Japan,Data Analyst,Some college/university study without earning a bachelor’s degree
Male,United States of America,Software Engineer,Doctoral degree
Male,Brazil,Research Scientist,Doctoral degree
Female,Canada,Other,Bachelor’s degree
Male,Australia,Data Engineer,Master’s degree
Female,Other,Other,Master’s degree
Male,Australia,Data Scientist,Master’s degree
Male,Japan,Student,Bachelor’s degree
Male,Portugal,Data Scientist,Bachelor’s degree
Male,Republic of Korea,Product/Project Manager,Some college/university study without earning a bachelor’s degree
Male,Brazil,Data Scientist,Bachelor’s degree
Male,Colombia,Product/Project Manager,Master’s degree
Male,Poland,Data Scientist,Doctoral degree
Male,Peru,Other,Doctoral degree
Female,United States of America,Research Scientist,Master’s degree
Male,Taiwan,Software Engineer,Bachelor’s degree
Male,United States of America,Business Analyst,Master’s degree
Male,Russia,Research Scientist,Doctoral degree
Male,Indonesia,Data Analyst,Master’s degree
Female,Malaysia,Not employed,Master’s degree
Prefer not to say,Other,Data Scientist,Master’s degree
Male,Ireland,Student,Master’s degree
Male,Other,Research Scientist,Doctoral degree
Male,India,Student,Master’s degree
Male,United States of America,Data Scientist,Bachelor’s degree
Male,United States of America,Other,Bachelor’s degree
Female,Brazil,Research Scientist,Doctoral degree
Male,Japan,Data Engineer,Master’s degree
Male,Colombia,Student,Bachelor’s degree
Male,United States of America,Data Scientist,Bachelor’s degree
Prefer not to say,Spain,Software Engineer,Master’s degree
Male,Hong Kong (S.A.R.),Product/Project Manager,Master’s degree
Male,Japan,Data Scientist,Bachelor’s degree
Male,South Korea,Product/Project Manager,Bachelor’s degree
Female,United States of America,Other,Bachelor’s degree
Male,Brazil,Data Scientist,Master’s degree
Male,Republic of Korea,Data Scientist,Master’s degree
Male,Japan,Data Scientist,Master’s degree
Male,Pakistan,Student,Bachelor’s degree
Male,Malaysia,Business Analyst,Bachelor’s degree
Female,Chile,Business Analyst,Master’s degree
Male,India,Other,Master’s degree
Male,South Korea,Student,Master’s degree
Female,United States of America,Not employed,Doctoral degree
Male,Canada,Student,Bachelor’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Data Scientist,Master’s degree
Male,Philippines,Software Engineer,Bachelor’s degree
Male,Turkey,Data Scientist,Bachelor’s degree
Male,India,Student,Bachelor’s degree
Female,Canada,Other,Doctoral degree
Male,United States of America,Business Analyst,Master’s degree
Female,Malaysia,Student,Doctoral degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,Taiwan,Research Scientist,I prefer not to answer
Male,Singapore,Data Scientist,Bachelor’s degree
Male,United States of America,Data Scientist,Bachelor’s degree
Male,United States of America,Student,Master’s degree
Female,India,Student,Bachelor’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,Japan,Data Scientist,Master’s degree
Male,Indonesia,Student,Bachelor’s degree
Male,Japan,Other,Bachelor’s degree
Male,United States of America,Data Analyst,Master’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,United States of America,Student,Master’s degree
Male,Japan,Other,Doctoral degree
Female,Japan,Data Scientist,Bachelor’s degree
Male,India,Student,Bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Nigeria,Data Analyst,Bachelor’s degree
Female,Malaysia,Student,Bachelor’s degree
Male,Indonesia,Business Analyst,Bachelor’s degree
Male,Japan,Other,Master’s degree
Male,India,Other,Master’s degree
Male,Japan,Research Scientist,Doctoral degree
Male,Chile,Student,Master’s degree
Male,Japan,Data Scientist,Bachelor’s degree
Male,Australia,Other,Master’s degree
Male,United States of America,Other,Master’s degree
Female,Indonesia,Not employed,Professional degree
Male,United States of America,Data Engineer,Bachelor’s degree
Male,United States of America,Student,Bachelor’s degree
Male,Japan,Student,Master’s degree
Male,Japan,Software Engineer,Master’s degree
Male,Japan,Other,Bachelor’s degree
Male,Colombia,DBA/Database Engineer,Master’s degree
Male,Argentina,Software Engineer,Bachelor’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,Canada,Other,Master’s degree
Male,United States of America,Business Analyst,Doctoral degree
Male,New Zealand,Research Scientist,Doctoral degree
Male,Philippines,Data Scientist,Bachelor’s degree
Male,Republic of Korea,Data Scientist,Doctoral degree
Male,China,Other,Bachelor’s degree
Male,India,Business Analyst,Professional degree
Male,Singapore,Data Scientist,Master’s degree
Male,China,Student,Doctoral degree
Male,Malaysia,Data Scientist,Master’s degree
Male,United States of America,Student,Doctoral degree
Male,Malaysia,Student,Doctoral degree
Male,India,Data Scientist,Master’s degree
Male,Japan,Student,Some college/university study without earning a bachelor’s degree
Female,Singapore,Other,Master’s degree
Male,United States of America,Data Scientist,Some college/university study without earning a bachelor’s degree
Male,Belarus,Data Engineer,Some college/university study without earning a bachelor’s degree
Male,United States of America,Data Analyst,Master’s degree
Male,Japan,Data Scientist,Master’s degree
Male,Canada,Data Analyst,Master’s degree
Male,United States of America,Data Analyst,Master’s degree
Female,United States of America,Not employed,Master’s degree
Female,United States of America,Research Scientist,Master’s degree
Male,Brazil,Data Analyst,Bachelor’s degree
Male,Viet Nam,Student,Bachelor’s degree
Prefer not to say,United States of America,Software Engineer,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Data Scientist,Doctoral degree
Male,India,Student,Bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Brazil,Business Analyst,Master’s degree
Male,India,Not employed,No formal education past high school
Male,Spain,Data Scientist,Bachelor’s degree
Female,India,Data Scientist,Bachelor’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,Malaysia,Data Analyst,Master’s degree
Male,United States of America,Student,Master’s degree
Female,Taiwan,Other,Master’s degree
Male,Taiwan,Software Engineer,Master’s degree
Female,Japan,Data Scientist,Some college/university study without earning a bachelor’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,Japan,Data Scientist,Doctoral degree
Male,Argentina,Product/Project Manager,Master’s degree
Male,Canada,Other,Doctoral degree
Male,Australia,Data Scientist,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Data Scientist,Master’s degree
Male,Japan,Data Scientist,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Japan,Data Scientist,Master’s degree
Male,Japan,Data Analyst,Bachelor’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Russia,Data Engineer,I prefer not to answer
Male,Colombia,Student,Professional degree
Female,Canada,Research Scientist,Bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Singapore,Data Scientist,Master’s degree
Male,Other,Data Scientist,Bachelor’s degree
Male,Argentina,Software Engineer,Master’s degree
Male,Philippines,Data Scientist,Master’s degree
Female,United States of America,Data Engineer,Master’s degree
Female,United States of America,Data Scientist,Bachelor’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,India,Product/Project Manager,Master’s degree
Female,Canada,Product/Project Manager,Master’s degree
Male,Brazil,Other,Doctoral degree
Male,Thailand,Product/Project Manager,Master’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,Hong Kong (S.A.R.),Data Scientist,Master’s degree
Male,United States of America,Other,Master’s degree
Male,South Africa,Student,Bachelor’s degree
Male,Malaysia,Data Scientist,Bachelor’s degree
Male,United States of America,Student,Bachelor’s degree
Male,Japan,Not employed,I prefer not to answer
Male,India,Product/Project Manager,Professional degree
Male,Chile,Other,Master’s degree
Male,Colombia,Data Analyst,Master’s degree
Male,India,Student,Bachelor’s degree
Male,China,Student,Bachelor’s degree
Male,Brazil,Data Scientist,Master’s degree
Prefer not to say,Philippines,Data Scientist,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Female,Mexico,Data Scientist,Master’s degree
Male,Singapore,Business Analyst,Master’s degree
Male,United States of America,Product/Project Manager,Bachelor’s degree
Female,United States of America,Software Engineer,Master’s degree
Female,South Africa,Student,Bachelor’s degree
Male,Viet Nam,Data Scientist,Master’s degree
Male,United States of America,Student,Doctoral degree
Male,Other,Student,Master’s degree
Female,United States of America,Data Analyst,Master’s degree
Male,Germany,Research Scientist,Doctoral degree
Male,Brazil,Software Engineer,Master’s degree
Male,Argentina,Data Scientist,Bachelor’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Female,South Korea,Research Scientist,Doctoral degree
Male,United States of America,Research Scientist,Master’s degree
Male,Brazil,Data Scientist,Master’s degree
Male,United States of America,Student,Bachelor’s degree
Male,Brazil,Data Analyst,Doctoral degree
Male,Indonesia,Data Analyst,Doctoral degree
Male,Brazil,Other,Master’s degree
Male,United States of America,Not employed,Master’s degree
Male,Other,Data Scientist,Master’s degree
Male,India,Student,Bachelor’s degree
Male,India,Software Engineer,Bachelor’s degree
Male,Singapore,Student,Bachelor’s degree
Male,Turkey,Software Engineer,Bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,India,Student,Bachelor’s degree
Prefer not to say,China,Student,Bachelor’s degree
Male,Canada,Other,Some college/university study without earning a bachelor’s degree
Male,Brazil,Product/Project Manager,Bachelor’s degree
Male,India,Software Engineer,Master’s degree
Male,Australia,Software Engineer,Master’s degree
Male,Sweden,Student,Doctoral degree
Female,Colombia,Data Scientist,Professional degree
Male,Canada,Data Analyst,Some college/university study without earning a bachelor’s degree
Male,United States of America,Other,Master’s degree
Male,India,Student,Master’s degree
Male,Australia,Software Engineer,Master’s degree
Male,Brazil,Student,Bachelor’s degree
Male,India,Research Scientist,Doctoral degree
Male,India,Data Scientist,Professional degree
Male,United States of America,Business Analyst,Master’s degree
Female,Singapore,Business Analyst,Bachelor’s degree
Male,Japan,Software Engineer,Master’s degree
Male,India,Other,Master’s degree
Male,India,Other,Bachelor’s degree
Female,United States of America,Data Scientist,Doctoral degree
Male,India,Data Analyst,Bachelor’s degree
Male,United States of America,Data Engineer,Bachelor’s degree
Male,Taiwan,DBA/Database Engineer,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,Taiwan,Student,Doctoral degree
Male,Hong Kong (S.A.R.),Data Scientist,Master’s degree
Male,China,Data Analyst,I prefer not to answer
Male,Brazil,Product/Project Manager,Professional degree
Male,Taiwan,Software Engineer,Master’s degree
Female,Canada,Data Analyst,Master’s degree
Male,Brazil,Other,Master’s degree
Male,Other,Data Analyst,Master’s degree
Male,United States of America,Other,Bachelor’s degree
Male,United States of America,Product/Project Manager,Bachelor’s degree
Male,Japan,Data Scientist,Master’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,Canada,Data Analyst,Master’s degree
Male,China,Student,Master’s degree
Male,India,Other,Master’s degree
Male,Taiwan,Student,Bachelor’s degree
Male,Viet Nam,Business Analyst,Bachelor’s degree
Male,Australia,Other,Bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Brazil,Software Engineer,I prefer not to answer
Male,Viet Nam,Data Scientist,Bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,India,Student,Bachelor’s degree
Male,Indonesia,Not employed,Bachelor’s degree
Female,Malaysia,Business Analyst,Bachelor’s degree
Male,Other,Data Scientist,Master’s degree
Male,Taiwan,Data Scientist,Master’s degree
Female,United States of America,Not employed,Master’s degree
Male,India,Data Scientist,Master’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,United States of America,Data Scientist,Professional degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,Singapore,Data Analyst,Bachelor’s degree
Male,India,Student,Bachelor’s degree
Male,Brazil,Data Scientist,Master’s degree
Female,India,Statistician,Doctoral degree
Male,Colombia,Product/Project Manager,Master’s degree
Male,Brazil,Data Scientist,Master’s degree
Male,Portugal,Student,Master’s degree
Female,United States of America,Student,Master’s degree
Male,China,Software Engineer,Bachelor’s degree
Male,Hong Kong (S.A.R.),Software Engineer,Master’s degree
Female,Singapore,Research Scientist,Doctoral degree
Male,United States of America,Software Engineer,Some college/university study without earning a bachelor’s degree
Male,United States of America,Data Scientist,Doctoral degree
Female,Taiwan,Data Analyst,Bachelor’s degree
Male,United States of America,Data Analyst,Bachelor’s degree
Female,Egypt,Student,Bachelor’s degree
Male,Pakistan,Student,Bachelor’s degree
Male,Taiwan,Not employed,Master’s degree
Male,India,Not employed,Master’s degree
Male,India,Student,Bachelor’s degree
Male,Singapore,Business Analyst,Master’s degree
Male,India,Student,Bachelor’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,India,Business Analyst,Master’s degree
Male,Japan,Software Engineer,Master’s degree
Male,Mexico,Research Scientist,Doctoral degree
Male,India,Research Scientist,Master’s degree
Male,India,Other,Master’s degree
Male,India,Student,Bachelor’s degree
Male,Peru,Business Analyst,Master’s degree
Female,China,Research Scientist,Doctoral degree
Male,India,Software Engineer,Master’s degree
Male,China,Data Scientist,Bachelor’s degree
Male,India,Data Analyst,Bachelor’s degree
Male,Australia,Software Engineer,Bachelor’s degree
Male,Brazil,Software Engineer,Bachelor’s degree
Male,China,Student,Master’s degree
Male,Brazil,Research Scientist,Doctoral degree
Male,Other,Data Analyst,Some college/university study without earning a bachelor’s degree
Male,India,Student,Bachelor’s degree
Male,Chile,Software Engineer,Bachelor’s degree
Male,Brazil,Software Engineer,Bachelor’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,India,Student,Bachelor’s degree
Male,Brazil,Data Analyst,Some college/university study without earning a bachelor’s degree
Male,Brazil,Data Scientist,Master’s degree
Male,India,Software Engineer,Bachelor’s degree
Male,United States of America,Other,Some college/university study without earning a bachelor’s degree
Male,Ukraine,Data Engineer,Master’s degree
Male,United States of America,Product/Project Manager,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Female,China,Student,Master’s degree
Male,Belarus,Software Engineer,Doctoral degree
Female,China,Data Analyst,Bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Singapore,Data Scientist,Doctoral degree
Male,United States of America,Data Scientist,Master’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,Colombia,Data Scientist,Bachelor’s degree
Male,India,Not employed,Master’s degree
Male,Chile,Data Scientist,Master’s degree
Female,Japan,Student,Bachelor’s degree
Male,Australia,Data Scientist,Master’s degree
Male,Canada,Other,Bachelor’s degree
Female,Chile,Other,Bachelor’s degree
Male,India,Data Analyst,Bachelor’s degree
Male,Australia,Business Analyst,Bachelor’s degree
Male,United States of America,Research Scientist,Master’s degree
Male,India,Student,Bachelor’s degree
Male,United States of America,Software Engineer,Doctoral degree
Male,India,Student,Bachelor’s degree
Male,India,Student,Bachelor’s degree
Male,United States of America,Other,Master’s degree
Male,China,Business Analyst,Master’s degree
Male,India,Student,Master’s degree
Male,United States of America,Software Engineer,Master’s degree
Female,United States of America,Student,Doctoral degree
Male,Mexico,Software Engineer,Professional degree
Male,United States of America,Research Scientist,Doctoral degree
Male,Pakistan,Other,Bachelor’s degree
Female,India,Not employed,Doctoral degree
Male,United States of America,Research Scientist,Doctoral degree
Male,Japan,Data Scientist,Professional degree
Male,China,Data Scientist,Master’s degree
Male,Brazil,Software Engineer,Bachelor’s degree
Male,Brazil,Research Scientist,Master’s degree
Male,Malaysia,Other,Bachelor’s degree
Male,India,Data Engineer,Master’s degree
Prefer not to say,United States of America,Product/Project Manager,Some college/university study without earning a bachelor’s degree
Male,Brazil,Data Scientist,Master’s degree
Female,Indonesia,Student,Master’s degree
Female,United States of America,Student,I prefer not to answer
Female,Canada,Not employed,Bachelor’s degree
Female,India,Student,Bachelor’s degree
Prefer not to say,Taiwan,Software Engineer,Doctoral degree
Male,United States of America,Data Engineer,Bachelor’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,India,Student,Master’s degree
Male,Japan,Data Scientist,Master’s degree
Male,Japan,Student,Master’s degree
Male,United States of America,Business Analyst,Master’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,United States of America,Other,Professional degree
Male,India,Student,Bachelor’s degree
Male,India,Data Scientist,Master’s degree
Female,Malaysia,Not employed,Master’s degree
Male,United States of America,Data Analyst,Master’s degree
Male,Japan,Business Analyst,Master’s degree
Male,Indonesia,Data Scientist,Master’s degree
Male,South Korea,Software Engineer,Bachelor’s degree
Prefer not to say,Malaysia,Software Engineer,Bachelor’s degree
Male,India,Other,Doctoral degree
Male,India,Student,Bachelor’s degree
Male,India,Student,Bachelor’s degree
Male,United States of America,Data Analyst,Bachelor’s degree
Male,Hong Kong (S.A.R.),Data Scientist,Master’s degree
Male,United States of America,Statistician,Doctoral degree
Male,India,Software Engineer,Master’s degree
Male,Philippines,Not employed,Bachelor’s degree
Male,United States of America,Data Analyst,Master’s degree
Male,Peru,Business Analyst,Master’s degree
Male,United States of America,Other,Master’s degree
Male,Brazil,Research Scientist,Master’s degree
Male,United States of America,Business Analyst,Doctoral degree
